Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,Date,Captain
Australia,won,8 wickets,89,lost,2nd,West Indies,Kingston,5/18/2003,
West Indies,lost,8 wickets,89,won,1st,Australia,Kingston,5/18/2003,
India,won,8 wickets,90,won,2nd,Sri Lanka,Cardiff,6/20/2013,
Sri Lanka,lost,8 wickets,90,lost,1st,India,Cardiff,6/20/2013,
Australia,won,8 wickets,91,won,2nd,England,The Oval,7/12/2005,
England,lost,8 wickets,91,lost,1st,Australia,The Oval,7/12/2005,
India,lost,8 wickets,91,won,1st,Sri Lanka,Dambulla,8/18/2008,
Sri Lanka,won,8 wickets,91,lost,2nd,India,Dambulla,8/18/2008,
India,lost,8 wickets,95,won,1st,West Indies,Kingston,6/28/2009,
West Indies,won,8 wickets,95,lost,2nd,India,Kingston,6/28/2009,
New Zealand,lost,8 wickets,96,won,1st,South Africa,Singapore,8/25/2000,Stephen Fleming (NZ)
South Africa,won,8 wickets,96,lost,2nd,New Zealand,Singapore,8/25/2000,Stephen Fleming (NZ)
Australia,lost,8 wickets,101,won,1st,Sri Lanka,Sydney,2/17/2012,
Pakistan,lost,8 wickets,101,won,1st,South Africa,Sharjah,4/16/1996,
South Africa,won,8 wickets,101,lost,2nd,Pakistan,Sharjah,4/16/1996,
Sri Lanka,won,8 wickets,101,lost,2nd,Australia,Sydney,2/17/2012,
India,won,8 wickets,104,lost,2nd,Sri Lanka,Dhaka,1/10/2010,
Sri Lanka,lost,8 wickets,104,won,1st,India,Dhaka,1/10/2010,
New Zealand,lost,8 wickets,105,won,1st,Pakistan,Sharjah,4/15/2002,Stephen Fleming (NZ)
Pakistan,won,8 wickets,105,lost,2nd,New Zealand,Sharjah,4/15/2002,Stephen Fleming (NZ)
South Africa,won,8 wickets,115,won,2nd,Sri Lanka,Kimberley,12/4/2002,
Sri Lanka,lost,8 wickets,115,lost,1st,South Africa,Kimberley,12/4/2002,
India,lost,8 wickets,118,won,1st,New Zealand,Auckland,3/14/2009,Daniel Vettori (NZ)
New Zealand,won,8 wickets,118,lost,2nd,India,Auckland,3/14/2009,Daniel Vettori (NZ)
Australia,won,8 wickets,119,lost,2nd,England,The Oval,6/21/2001,
England,lost,8 wickets,119,won,1st,Australia,The Oval,6/21/2001,
India,lost,8 wickets,132,won,1st,Pakistan,Sharjah,4/16/1999,
Pakistan,won,8 wickets,132,lost,2nd,India,Sharjah,4/16/1999,
South Africa,lost,8 wickets,135,lost,1st,Sri Lanka,Colombo (SSC),7/11/2000,
Sri Lanka,won,8 wickets,135,won,2nd,South Africa,Colombo (SSC),7/11/2000,
Australia,won,8 wickets,141,lost,2nd,West Indies,Adelaide,2/9/2010,
West Indies,lost,8 wickets,141,won,1st,Australia,Adelaide,2/9/2010,
Australia,won,8 wickets,154,lost,2nd,England,Manchester,9/13/2015,
England,lost,8 wickets,154,won,1st,Australia,Manchester,9/13/2015,
New Zealand,won,8 wickets,163,won,2nd,Pakistan,Napier,1/14/2004,Stephen Fleming (NZ)
Pakistan,lost,8 wickets,163,lost,1st,New Zealand,Napier,1/14/2004,Stephen Fleming (NZ)
India,won,8 wickets,164,lost,2nd,South Africa,Nairobi (Gym),9/26/1999,
South Africa,lost,8 wickets,164,won,1st,India,Nairobi (Gym),9/26/1999,
Pakistan,won,8 wickets,169,lost,2nd,Sri Lanka,Dubai (DSC),11/11/2011,
Sri Lanka,lost,8 wickets,169,won,1st,Pakistan,Dubai (DSC),11/11/2011,
Australia,won,8 wickets,170,lost,2nd,Sri Lanka,Brisbane,11/7/2010,
Sri Lanka,lost,8 wickets,170,won,1st,Australia,Brisbane,11/7/2010,
India,won,8 wickets,173,lost,2nd,New Zealand,Chennai,12/10/2010,Daniel Vettori (NZ)
New Zealand,lost,8 wickets,173,won,1st,India,Chennai,12/10/2010,Daniel Vettori (NZ)
England,lost,8 wickets,176,lost,1st,West Indies,Bridgetown,3/27/2009,
West Indies,won,8 wickets,176,won,2nd,England,Bridgetown,3/27/2009,
India,won,8 wickets,178,won,2nd,Sri Lanka,Mohali,10/28/2005,
Sri Lanka,lost,8 wickets,178,lost,1st,India,Mohali,10/28/2005,
Australia,won,8 wickets,179,lost,2nd,Pakistan,Lord's,6/20/1999,
Pakistan,lost,8 wickets,179,won,1st,Australia,Lord's,6/20/1999,
Australia,won,8 wickets,188,lost,2nd,South Africa,Sydney,1/22/2002,
South Africa,lost,8 wickets,188,won,1st,Australia,Sydney,1/22/2002,
Australia,won,8 wickets,200,lost,2nd,New Zealand,Faridabad,10/29/2003,Stephen Fleming (NZ)
New Zealand,lost,8 wickets,200,won,1st,Australia,Faridabad,10/29/2003,Stephen Fleming (NZ)
India,lost,8 wickets,209,won,1st,Sri Lanka,Dambulla,8/22/2010,
Sri Lanka,won,8 wickets,209,lost,2nd,India,Dambulla,8/22/2010,
England,lost,8 wickets,226,won,1st,New Zealand,Wellington,2/20/2015,Brendon McCullum (NZ)
New Zealand,won,8 wickets,226,lost,2nd,England,Wellington,2/20/2015,Brendon McCullum (NZ)
Australia,lost,80 runs,0,lost,2nd,South Africa,Port Elizabeth,10/23/2011,
Australia,won,80 runs,0,lost,1st,Sri Lanka,Adelaide,1/24/1999,
Australia,won,80 runs,0,won,1st,South Africa,Melbourne (Docklands),2/3/2006,
England,lost,80 runs,0,lost,2nd,South Africa,Southampton,8/28/2012,
India,lost,80 runs,0,lost,2nd,South Africa,Port Elizabeth,11/29/2006,
India,lost,80 runs,0,lost,2nd,South Africa,Sharjah,4/14/1996,
India,won,80 runs,0,lost,1st,Sri Lanka,Nagpur,3/22/1999,
India,won,80 runs,0,won,1st,West Indies,Chennai,3/20/2011,
South Africa,lost,80 runs,0,lost,2nd,Australia,Melbourne (Docklands),2/3/2006,
South Africa,won,80 runs,0,won,1st,Australia,Port Elizabeth,10/23/2011,
South Africa,won,80 runs,0,won,1st,England,Southampton,8/28/2012,
South Africa,won,80 runs,0,won,1st,India,Port Elizabeth,11/29/2006,
South Africa,won,80 runs,0,won,1st,India,Sharjah,4/14/1996,
Sri Lanka,lost,80 runs,0,won,2nd,Australia,Adelaide,1/24/1999,
Sri Lanka,lost,80 runs,0,won,2nd,India,Nagpur,3/22/1999,
West Indies,lost,80 runs,0,lost,2nd,India,Chennai,3/20/2011,
Australia,won,81 runs,0,won,1st,Pakistan,Sydney,1/19/2000,
England,won,81 runs,0,lost,1st,Sri Lanka,The Oval,5/22/2014,
India,won,81 runs,0,lost,1st,Sri Lanka,Port of Spain,7/9/2013,
India,won,81 runs,0,lost,1st,Sri Lanka,Sharjah,11/9/1998,
India,won,81 runs,0,won,1st,Sri Lanka,Dambulla,6/24/2010,
India,won,81 runs,0,won,2nd,West Indies,Rajkot,11/12/2002,
New Zealand,lost,81 runs,0,lost,2nd,Sri Lanka,Kingston,4/24/2007,Stephen Fleming (NZ)
New Zealand,won,81 runs,0,won,1st,West Indies,Wellington,2/18/2006,Stephen Fleming (NZ)
Pakistan,lost,81 runs,0,lost,2nd,Australia,Sydney,1/19/2000,
Sri Lanka,lost,81 runs,0,lost,2nd,India,Dambulla,6/24/2010,
Sri Lanka,lost,81 runs,0,won,2nd,England,The Oval,5/22/2014,
Sri Lanka,lost,81 runs,0,won,2nd,India,Port of Spain,7/9/2013,
Sri Lanka,lost,81 runs,0,won,2nd,India,Sharjah,11/9/1998,
Sri Lanka,won,81 runs,0,won,1st,New Zealand,Kingston,4/24/2007,Stephen Fleming (NZ)
West Indies,lost,81 runs,0,lost,1st,India,Rajkot,11/12/2002,
West Indies,lost,81 runs,0,lost,2nd,New Zealand,Wellington,2/18/2006,Stephen Fleming (NZ)
Australia,won,82 runs,0,lost,1st,Pakistan,Johannesburg,2/11/2003,
England,lost,82 runs,0,lost,2nd,India,Durban,2/26/2003,
India,won,82 runs,0,won,1st,England,Durban,2/26/2003,
Pakistan,lost,82 runs,0,won,2nd,Australia,Johannesburg,2/11/2003,
Pakistan,won,82 runs,0,lost,1st,Sri Lanka,Nairobi (Gym),10/4/1996,
South Africa,won,82 runs,0,won,1st,Sri Lanka,Hambantota,7/12/2014,
Sri Lanka,lost,82 runs,0,lost,2nd,South Africa,Hambantota,7/12/2014,
Sri Lanka,lost,82 runs,0,won,2nd,Pakistan,Nairobi (Gym),10/4/1996,
Australia,won,83 runs,0,lost,1st,South Africa,Basseterre,3/24/2007,
Australia,won,83 runs,0,won,1st,Sri Lanka,Perth,1/12/1996,
South Africa,lost,83 runs,0,won,2nd,Australia,Basseterre,3/24/2007,
Sri Lanka,lost,83 runs,0,lost,2nd,Australia,Perth,1/12/1996,
Australia,won,84 runs,0,lost,1st,India,Kochi,10/2/2007,
Australia,won,84 runs,0,lost,1st,West Indies,Kingstown,6/24/2008,
Australia,won,84 runs,0,won,1st,Sri Lanka,Dambulla,2/20/2004,
England,won,84 runs,0,won,1st,Pakistan,Dubai (DSC),11/20/2015,
India,lost,84 runs,0,lost,2nd,New Zealand,Colombo (RPS),7/20/2001,Stephen Fleming (NZ)
India,lost,84 runs,0,won,2nd,Australia,Kochi,10/2/2007,
India,won,84 runs,0,lost,2nd,New Zealand,Hamilton,3/11/2009,Daniel Vettori (NZ)
New Zealand,lost,84 runs,0,won,1st,India,Hamilton,3/11/2009,Daniel Vettori (NZ)
New Zealand,won,84 runs,0,won,1st,India,Colombo (RPS),7/20/2001,Stephen Fleming (NZ)
Pakistan,lost,84 runs,0,lost,2nd,England,Dubai (DSC),11/20/2015,
Sri Lanka,lost,84 runs,0,lost,2nd,Australia,Dambulla,2/20/2004,
West Indies,lost,84 runs,0,won,2nd,Australia,Kingstown,6/24/2008,
India,lost,85 runs,0,won,2nd,Pakistan,Kolkata,1/3/2013,
Pakistan,lost,85 runs,0,lost,2nd,Sri Lanka,Kolkata,5/27/1997,
Pakistan,won,85 runs,0,lost,1st,India,Kolkata,1/3/2013,
Sri Lanka,won,85 runs,0,won,1st,Pakistan,Kolkata,5/27/1997,
Australia,won,86 runs,0,lost,1st,Pakistan,Karachi,11/6/1998,
Australia,won,86 runs,0,won,1st,New Zealand,Auckland,2/26/2005,Stephen Fleming (NZ)
England,lost,86 runs,0,lost,2nd,New Zealand,Southampton,6/2/2013,Brendon McCullum (NZ)
New Zealand,lost,86 runs,0,lost,2nd,Australia,Auckland,2/26/2005,Stephen Fleming (NZ)
New Zealand,won,86 runs,0,won,1st,England,Southampton,6/2/2013,Brendon McCullum (NZ)
Pakistan,lost,86 runs,0,won,2nd,Australia,Karachi,11/6/1998,
South Africa,won,86 runs,0,won,1st,West Indies,Cape Town,1/25/2008,
West Indies,lost,86 runs,0,lost,2nd,South Africa,Cape Town,1/25/2008,
Australia,won,87 runs,0,won,1st,India,Sydney,2/26/2012,
England,lost,87 runs,0,lost,2nd,Sri Lanka,Colombo (RPS),12/16/2014,
India,lost,87 runs,0,lost,2nd,Australia,Sydney,2/26/2012,
India,lost,87 runs,0,won,2nd,New Zealand,Wellington,1/31/2014,Brendon McCullum (NZ)
India,won,87 runs,0,won,1st,Pakistan,Kochi,4/2/2005,
New Zealand,lost,87 runs,0,won,2nd,Sri Lanka,Colombo (SSC),7/5/1998,Stephen Fleming (NZ)
New Zealand,won,87 runs,0,lost,1st,India,Wellington,1/31/2014,Brendon McCullum (NZ)
New Zealand,won,87 runs,0,lost,1st,South Africa,Mumbai (BS),10/16/2006,Stephen Fleming (NZ)
Pakistan,lost,87 runs,0,lost,2nd,India,Kochi,4/2/2005,
South Africa,lost,87 runs,0,lost,2nd,Sri Lanka,Pallekele,7/9/2014,
South Africa,lost,87 runs,0,won,2nd,New Zealand,Mumbai (BS),10/16/2006,Stephen Fleming (NZ)
Sri Lanka,won,87 runs,0,lost,1st,New Zealand,Colombo (SSC),7/5/1998,Stephen Fleming (NZ)
Sri Lanka,won,87 runs,0,won,1st,England,Colombo (RPS),12/16/2014,
Sri Lanka,won,87 runs,0,won,1st,South Africa,Pallekele,7/9/2014,
Australia,won,88 runs,0,lost,1st,England,Manchester,9/8/2013,
England,lost,88 runs,0,won,2nd,Australia,Manchester,9/8/2013,
India,won,88 runs,0,lost,1st,West Indies,Toronto,9/14/1999,
New Zealand,won,88 runs,0,lost,1st,West Indies,Basseterre,7/11/2012,
Pakistan,won,88 runs,0,won,1st,Sri Lanka,Sharjah,10/22/1999,
Sri Lanka,lost,88 runs,0,lost,2nd,Pakistan,Sharjah,10/22/1999,
West Indies,lost,88 runs,0,won,2nd,India,Toronto,9/14/1999,
West Indies,lost,88 runs,0,won,2nd,New Zealand,Basseterre,7/11/2012,
Australia,won,89 runs,0,won,1st,England,Melbourne,12/15/2002,
England,lost,89 runs,0,lost,2nd,Australia,Melbourne,12/15/2002,
South Africa,won,89 runs,0,lost,1st,Sri Lanka,Northampton,5/19/1999,
South Africa,won,89 runs,0,won,1st,West Indies,Cape Town,2/2/1999,
Sri Lanka,lost,89 runs,0,won,2nd,South Africa,Northampton,5/19/1999,
West Indies,lost,89 runs,0,lost,2nd,South Africa,Cape Town,2/2/1999,
Australia,lost,9 runs,0,lost,2nd,India,Brisbane,3/4/2008,
Australia,lost,9 runs,0,lost,2nd,Sri Lanka,Melbourne,3/2/2012,
Australia,won,9 runs,0,lost,1st,Sri Lanka,Sydney,1/20/1996,
England,lost,9 runs,0,lost,2nd,India,Bristol,8/24/2007,
England,lost,9 runs,0,lost,2nd,India,Sharjah,4/11/1999,
England,lost,9 runs,0,won,2nd,New Zealand,Auckland,3/2/1997,Lee Germon (NZ)
England,won,9 runs,0,won,1st,India,Rajkot,1/11/2013,
India,lost,9 runs,0,lost,2nd,England,Rajkot,1/11/2013,
India,lost,9 runs,0,won,2nd,Sri Lanka,Colombo (SSC),8/24/1997,
India,won,9 runs,0,won,1st,Australia,Brisbane,3/4/2008,
India,won,9 runs,0,won,1st,England,Bristol,8/24/2007,
India,won,9 runs,0,won,1st,England,Sharjah,4/11/1999,
New Zealand,won,9 runs,0,lost,1st,England,Auckland,3/2/1997,Lee Germon (NZ)
New Zealand,won,9 runs,0,lost,1st,Sri Lanka,Dambulla,5/19/2003,Stephen Fleming (NZ)
New Zealand,won,9 runs,0,won,1st,West Indies,Port of Spain,6/12/2002,Stephen Fleming (NZ)
New Zealand,won,9 runs,0,won,2nd,West Indies,Napier,1/13/2009,Daniel Vettori (NZ)
Pakistan,lost,9 runs,0,lost,2nd,Sri Lanka,Sharjah,4/12/2002,
Pakistan,lost,9 runs,0,won,2nd,South Africa,Lahore,11/2/1997,
Pakistan,won,9 runs,0,won,1st,Sri Lanka,Jamshedpur,3/19/1999,
South Africa,won,9 runs,0,lost,1st,Pakistan,Lahore,11/2/1997,
South Africa,won,9 runs,0,won,1st,Sri Lanka,Adelaide,1/24/2006,
Sri Lanka,lost,9 runs,0,lost,2nd,Pakistan,Jamshedpur,3/19/1999,
Sri Lanka,lost,9 runs,0,lost,2nd,South Africa,Adelaide,1/24/2006,
Sri Lanka,lost,9 runs,0,won,2nd,Australia,Sydney,1/20/1996,
Sri Lanka,lost,9 runs,0,won,2nd,New Zealand,Dambulla,5/19/2003,Stephen Fleming (NZ)
Sri Lanka,won,9 runs,0,lost,1st,India,Colombo (SSC),8/24/1997,
Sri Lanka,won,9 runs,0,won,1st,Australia,Melbourne,3/2/2012,
Sri Lanka,won,9 runs,0,won,1st,Pakistan,Sharjah,4/12/2002,
West Indies,lost,9 runs,0,lost,1st,New Zealand,Napier,1/13/2009,Daniel Vettori (NZ)
West Indies,lost,9 runs,0,lost,2nd,New Zealand,Port of Spain,6/12/2002,Stephen Fleming (NZ)
England,won,9 wickets,9,won,2nd,West Indies,Bridgetown,3/29/2009,
West Indies,lost,9 wickets,9,lost,1st,England,Bridgetown,3/29/2009,
New Zealand,won,9 wickets,13,lost,2nd,South Africa,Johannesburg,2/16/2003,Stephen Fleming (NZ)
South Africa,lost,9 wickets,13,won,1st,New Zealand,Johannesburg,2/16/2003,Stephen Fleming (NZ)
New Zealand,lost,9 wickets,15,won,1st,Pakistan,Manchester,6/16/1999,Stephen Fleming (NZ)
Pakistan,won,9 wickets,15,lost,2nd,New Zealand,Manchester,6/16/1999,Stephen Fleming (NZ)
England,lost,9 wickets,16,won,1st,Sri Lanka,Wellington,3/1/2015,
Sri Lanka,won,9 wickets,16,lost,2nd,England,Wellington,3/1/2015,
Australia,lost,9 wickets,24,lost,1st,England,Leeds,7/7/2005,
England,won,9 wickets,24,won,2nd,Australia,Leeds,7/7/2005,
Australia,won,9 wickets,27,lost,2nd,Sri Lanka,Brisbane,2/14/2006,
Sri Lanka,lost,9 wickets,27,won,1st,Australia,Brisbane,2/14/2006,
India,lost,9 wickets,34,won,1st,Sri Lanka,Colombo (RPS),8/28/1996,
Sri Lanka,won,9 wickets,34,lost,2nd,India,Colombo (RPS),8/28/1996,
Australia,won,9 wickets,38,lost,2nd,West Indies,Brisbane,1/14/2001,
West Indies,lost,9 wickets,38,won,1st,Australia,Brisbane,1/14/2001,
Australia,lost,9 wickets,39,won,1st,India,Jaipur,10/16/2013,
Australia,lost,9 wickets,39,won,1st,West Indies,St George's,6/1/2003,
India,won,9 wickets,39,lost,2nd,Australia,Jaipur,10/16/2013,
West Indies,won,9 wickets,39,lost,2nd,Australia,St George's,6/1/2003,
Pakistan,won,9 wickets,40,lost,2nd,Sri Lanka,Nairobi (Gym),10/8/2000,
Sri Lanka,lost,9 wickets,40,won,1st,Pakistan,Nairobi (Gym),10/8/2000,
Pakistan,lost,9 wickets,48,won,1st,South Africa,Paarl,12/16/2002,
South Africa,won,9 wickets,48,lost,2nd,Pakistan,Paarl,12/16/2002,
Australia,won,9 wickets,49,lost,2nd,England,Centurion,10/2/2009,
England,lost,9 wickets,49,won,1st,Australia,Centurion,10/2/2009,
New Zealand,lost,9 wickets,52,lost,1st,West Indies,Kingston,7/5/2012,
West Indies,won,9 wickets,52,won,2nd,New Zealand,Kingston,7/5/2012,
England,won,9 wickets,63,lost,2nd,South Africa,Bloemfontein,1/23/2000,
India,won,9 wickets,63,won,2nd,New Zealand,Vadodara,12/4/2010,Daniel Vettori (NZ)
New Zealand,lost,9 wickets,63,lost,1st,India,Vadodara,12/4/2010,Daniel Vettori (NZ)
South Africa,lost,9 wickets,63,won,1st,England,Bloemfontein,1/23/2000,
Australia,won,9 wickets,64,lost,2nd,England,Melbourne,1/15/1999,
England,lost,9 wickets,64,won,1st,Australia,Melbourne,1/15/1999,
England,won,9 wickets,76,lost,2nd,Pakistan,Dubai (DSC),2/18/2012,
Pakistan,lost,9 wickets,76,won,1st,England,Dubai (DSC),2/18/2012,
Australia,won,9 wickets,82,won,2nd,Pakistan,Sydney,1/23/2005,
Pakistan,lost,9 wickets,82,lost,1st,Australia,Sydney,1/23/2005,
Australia,won,9 wickets,93,lost,2nd,Sri Lanka,Melbourne,1/21/2003,
Sri Lanka,lost,9 wickets,93,won,1st,Australia,Melbourne,1/21/2003,
New Zealand,lost,9 wickets,103,lost,1st,Sri Lanka,Auckland,2/6/2001,Stephen Fleming (NZ)
Sri Lanka,won,9 wickets,103,won,2nd,New Zealand,Auckland,2/6/2001,Stephen Fleming (NZ)
India,lost,9 wickets,112,lost,1st,South Africa,Centurion,12/3/2006,
South Africa,won,9 wickets,112,won,2nd,India,Centurion,12/3/2006,
England,lost,9 wickets,117,lost,1st,India,Birmingham,9/2/2014,
India,won,9 wickets,117,won,2nd,England,Birmingham,9/2/2014,
Pakistan,lost,9 wickets,130,won,1st,South Africa,Johannesburg,2/14/2007,
South Africa,won,9 wickets,130,lost,2nd,Pakistan,Johannesburg,2/14/2007,
Sri Lanka,won,9 wickets,132,lost,2nd,West Indies,Sharjah,10/17/1999,
West Indies,lost,9 wickets,132,won,1st,Sri Lanka,Sharjah,10/17/1999,
Pakistan,lost,9 wickets,134,lost,1st,South Africa,Cape Town,4/23/1998,
South Africa,won,9 wickets,134,won,2nd,Pakistan,Cape Town,4/23/1998,
England,won,9 wickets,135,lost,2nd,India,Brisbane,1/20/2015,
India,lost,9 wickets,135,won,1st,England,Brisbane,1/20/2015,
India,lost,9 wickets,136,lost,1st,Pakistan,Lahore,10/2/1997,
Pakistan,won,9 wickets,136,won,2nd,India,Lahore,10/2/1997,
Australia,won,9 wickets,141,lost,2nd,Pakistan,Lord's,6/23/2001,
Pakistan,lost,9 wickets,141,won,1st,Australia,Lord's,6/23/2001,
Australia,won,9 wickets,145,lost,2nd,India,Vadodara,10/11/2007,
India,lost,9 wickets,145,won,1st,Australia,Vadodara,10/11/2007,
South Africa,won,9 wickets,152,lost,2nd,West Indies,East London,1/21/2015,
West Indies,lost,9 wickets,152,won,1st,South Africa,East London,1/21/2015,
Australia,won,9 wickets,153,lost,2nd,England,Adelaide,1/26/2007,
England,lost,9 wickets,153,won,1st,Australia,Adelaide,1/26/2007,
Australia,won,9 wickets,166,lost,2nd,India,Centurion,2/15/2003,
India,lost,9 wickets,166,won,1st,Australia,Centurion,2/15/2003,
India,lost,9 wickets,181,won,1st,Sri Lanka,Hambantota,7/24/2012,
Sri Lanka,won,9 wickets,181,lost,2nd,India,Hambantota,7/24/2012,
England,lost,9 wickets,184,won,1st,South Africa,Bridgetown,4/17/2007,
South Africa,won,9 wickets,184,lost,2nd,England,Bridgetown,4/17/2007,
Australia,won,9 wickets,185,lost,2nd,Pakistan,Nairobi (Gym),9/4/2002,
Pakistan,lost,9 wickets,185,won,1st,Australia,Nairobi (Gym),9/4/2002,
South Africa,won,9 wickets,192,lost,2nd,Sri Lanka,Sydney,3/18/2015,
Sri Lanka,lost,9 wickets,192,won,1st,South Africa,Sydney,3/18/2015,
New Zealand,won,9 wickets,196,lost,2nd,Pakistan,Wellington,1/22/2011,Daniel Vettori (NZ)
Pakistan,lost,9 wickets,196,won,1st,New Zealand,Wellington,1/22/2011,Daniel Vettori (NZ)
Sri Lanka,won,9 wickets,220,lost,2nd,West Indies,Mumbai (BS),10/14/2006,
West Indies,lost,9 wickets,220,won,1st,Sri Lanka,Mumbai (BS),10/14/2006,
Australia,won,9 wickets,244,lost,2nd,West Indies,Perth,2/1/2013,
West Indies,lost,9 wickets,244,won,1st,Australia,Perth,2/1/2013,
England,lost,90 runs,0,lost,2nd,New Zealand,Adelaide,1/23/2007,Stephen Fleming (NZ)
England,lost,90 runs,0,lost,2nd,Pakistan,Sharjah,4/7/1999,
England,lost,90 runs,0,lost,2nd,Sri Lanka,Pallekele,12/13/2014,
India,lost,90 runs,0,lost,2nd,South Africa,Ahmedabad,2/27/2010,
New Zealand,won,90 runs,0,won,1st,England,Adelaide,1/23/2007,Stephen Fleming (NZ)
Pakistan,won,90 runs,0,won,1st,England,Sharjah,4/7/1999,
South Africa,won,90 runs,0,won,1st,India,Ahmedabad,2/27/2010,
Sri Lanka,won,90 runs,0,won,1st,England,Pallekele,12/13/2014,
Australia,lost,91 runs,0,lost,2nd,Pakistan,Brisbane,6/19/2002,
New Zealand,won,91 runs,0,lost,1st,West Indies,Napier,3/1/2006,Stephen Fleming (NZ)
Pakistan,won,91 runs,0,won,1st,Australia,Brisbane,6/19/2002,
West Indies,lost,91 runs,0,won,2nd,New Zealand,Napier,3/1/2006,Stephen Fleming (NZ)
Australia,lost,92 runs,0,lost,2nd,England,Sydney,2/2/2007,
England,won,92 runs,0,won,1st,Australia,Sydney,2/2/2007,
South Africa,won,92 runs,0,lost,1st,Sri Lanka,Dhaka,10/30/1998,
Sri Lanka,lost,92 runs,0,won,2nd,South Africa,Dhaka,10/30/1998,
Australia,lost,93 runs,0,lost,2nd,England,Manchester,9/8/2015,
Australia,won,93 runs,0,lost,1st,South Africa,Centurion,10/19/2011,
Australia,won,93 runs,0,won,1st,India,Visakhapatnam,4/3/2001,
Australia,won,93 runs,0,won,1st,Pakistan,Sharjah,10/7/2014,
England,lost,93 runs,0,lost,2nd,West Indies,Nottingham,7/7/2007,
England,won,93 runs,0,won,1st,Australia,Manchester,9/8/2015,
India,lost,93 runs,0,lost,2nd,Australia,Visakhapatnam,4/3/2001,
New Zealand,lost,93 runs,0,lost,2nd,South Africa,Adelaide,1/27/2002,Stephen Fleming (NZ)
Pakistan,lost,93 runs,0,lost,2nd,Australia,Sharjah,10/7/2014,
Pakistan,lost,93 runs,0,lost,2nd,South Africa,Singapore,8/27/2000,
South Africa,lost,93 runs,0,lost,2nd,Sri Lanka,Tangier,8/15/2002,
South Africa,lost,93 runs,0,won,2nd,Australia,Centurion,10/19/2011,
South Africa,won,93 runs,0,won,1st,New Zealand,Adelaide,1/27/2002,Stephen Fleming (NZ)
South Africa,won,93 runs,0,won,1st,Pakistan,Singapore,8/27/2000,
Sri Lanka,won,93 runs,0,won,1st,South Africa,Tangier,8/15/2002,
West Indies,won,93 runs,0,won,1st,England,Nottingham,7/7/2007,
Australia,won,94 runs,0,lost,1st,South Africa,Melbourne (Docklands),8/16/2000,
South Africa,lost,94 runs,0,won,2nd,Australia,Melbourne (Docklands),8/16/2000,
South Africa,lost,94 runs,0,won,2nd,Sri Lanka,Brisbane,1/17/2006,
Sri Lanka,won,94 runs,0,lost,1st,South Africa,Brisbane,1/17/2006,
Australia,won,95 runs,0,won,1st,India,Sydney,3/26/2015,
England,lost,95 runs,0,won,2nd,India,Kolkata,10/25/2011,
England,won,95 runs,0,won,1st,Pakistan,Abu Dhabi,11/13/2015,
England,won,95 runs,0,won,1st,Sri Lanka,Perth,12/20/2002,
India,lost,95 runs,0,lost,2nd,Australia,Sydney,3/26/2015,
India,won,95 runs,0,lost,1st,England,Kolkata,10/25/2011,
India,won,95 runs,0,won,1st,South Africa,Nairobi (Gym),10/13/2000,
Pakistan,lost,95 runs,0,lost,2nd,England,Abu Dhabi,11/13/2015,
South Africa,lost,95 runs,0,lost,2nd,India,Nairobi (Gym),10/13/2000,
South Africa,won,95 runs,0,won,1st,Sri Lanka,East London,12/17/2000,
Sri Lanka,lost,95 runs,0,lost,2nd,England,Perth,12/20/2002,
Sri Lanka,lost,95 runs,0,lost,2nd,South Africa,East London,12/17/2000,
Australia,won,96 runs,0,lost,1st,New Zealand,Port Elizabeth,3/11/2003,Stephen Fleming (NZ)
Australia,won,96 runs,0,won,1st,Sri Lanka,Centurion,3/7/2003,
New Zealand,lost,96 runs,0,won,2nd,Australia,Port Elizabeth,3/11/2003,Stephen Fleming (NZ)
Pakistan,lost,96 runs,0,lost,2nd,West Indies,Kingstown,4/12/2000,
Sri Lanka,lost,96 runs,0,lost,2nd,Australia,Centurion,3/7/2003,
West Indies,won,96 runs,0,won,1st,Pakistan,Kingstown,4/12/2000,
India,lost,97 runs,0,won,2nd,Pakistan,Toronto,9/21/1996,
New Zealand,lost,97 runs,0,lost,2nd,Sri Lanka,Colombo (RPS),9/8/2009,Daniel Vettori (NZ)
Pakistan,won,97 runs,0,lost,1st,India,Toronto,9/21/1996,
Sri Lanka,won,97 runs,0,won,1st,New Zealand,Colombo (RPS),9/8/2009,Daniel Vettori (NZ)
India,lost,98 runs,0,lost,2nd,Pakistan,Sharjah,3/26/2000,
New Zealand,won,98 runs,0,lost,1st,Sri Lanka,Christchurch,2/14/2015,Brendon McCullum (NZ)
Pakistan,won,98 runs,0,won,1st,India,Sharjah,3/26/2000,
